ticker,start,end,sentiment
ABNB,2020-12-01,2020-12-31,0.0
ABNB,2021-01-01,2021-01-31,0.0
ABNB,2021-02-01,2021-02-31,0.0
ABNB,2021-03-01,2021-03-31,0.0
ABNB,2021-04-01,2021-04-31,0.0
ABNB,2021-05-01,2021-05-31,0.0
ABNB,2021-06-01,2021-06-31,0.0
ABNB,2021-07-01,2021-07-31,0.0
ABNB,2021-08-01,2021-08-31,0.0
ABNB,2021-09-01,2021-09-31,0.0
ABNB,2021-10-01,2021-10-31,0.0
ABNB,2021-11-01,2021-11-31,0.0
ABNB,2021-12-01,2021-12-31,0.0
ABNB,2022-01-01,2022-01-31,0.0
ABNB,2022-02-01,2022-02-31,0.0
ABNB,2022-03-01,2022-03-31,0.0
ABNB,2022-04-01,2022-04-31,0.0
ABNB,2022-05-01,2022-05-31,0.0
ABNB,2022-06-01,2022-06-31,0.0
ABNB,2022-07-01,2022-07-31,0.0
ABNB,2022-08-01,2022-08-31,0.0
ABNB,2022-09-01,2022-09-31,0.0
ABNB,2022-10-01,2022-10-31,0.0
ABNB,2022-11-01,2022-11-31,0.0
ABNB,2022-12-01,2022-12-31,0.0
ADD,2012-01-01,2012-01-31,0.0
ADD,2012-02-01,2012-02-31,0.0
ADD,2012-03-01,2012-03-31,0.0
ADD,2012-04-01,2012-04-31,0.0
ADD,2012-05-01,2012-05-31,0.0
ADD,2012-06-01,2012-06-31,0.0
ADD,2012-07-01,2012-07-31,0.0
ADD,2012-08-01,2012-08-31,0.0
ADD,2012-09-01,2012-09-31,0.0
ADD,2012-10-01,2012-10-31,0.0
ADD,2012-11-01,2012-11-31,0.0
ADD,2012-12-01,2012-12-31,0.0
ADD,2013-01-01,2013-01-31,0.0
ADD,2013-02-01,2013-02-31,0.0
ADD,2013-03-01,2013-03-31,0.0
ADD,2013-04-01,2013-04-31,0.0
ADD,2013-05-01,2013-05-31,0.0
ADD,2013-06-01,2013-06-31,0.0
ADD,2013-07-01,2013-07-31,0.0
ADD,2013-08-01,2013-08-31,0.0
ADD,2013-09-01,2013-09-31,0.0
ADD,2013-10-01,2013-10-31,0.0
ADD,2013-11-01,2013-11-31,0.0
ADD,2013-12-01,2013-12-31,0.0
ADD,2014-01-01,2014-01-31,0.0
ADD,2014-02-01,2014-02-31,0.0
ADD,2014-03-01,2014-03-31,0.0
ADD,2014-04-01,2014-04-31,0.0
ADD,2014-05-01,2014-05-31,0.0
ADD,2014-06-01,2014-06-31,0.0
ADD,2014-07-01,2014-07-31,0.0
ADD,2014-08-01,2014-08-31,0.0
ADD,2014-09-01,2014-09-31,0.0
ADD,2014-10-01,2014-10-31,0.0
ADD,2014-11-01,2014-11-31,0.0
ADD,2014-12-01,2014-12-31,0.0
ADD,2015-01-01,2015-01-31,0.0
ADD,2015-02-01,2015-02-31,0.0
ADD,2015-03-01,2015-03-31,0.0
ADD,2015-04-01,2015-04-31,0.0
ADD,2015-05-01,2015-05-31,0.0
ADD,2015-06-01,2015-06-31,0.0
ADD,2015-07-01,2015-07-31,0.0
ADD,2015-08-01,2015-08-31,0.0
ADD,2015-09-01,2015-09-31,0.0
ADD,2015-10-01,2015-10-31,0.0
ADD,2015-11-01,2015-11-31,0.0
ADD,2015-12-01,2015-12-31,0.0
ADD,2016-01-01,2016-01-31,0.0
ADD,2016-02-01,2016-02-31,0.0
ADD,2016-03-01,2016-03-31,0.0
ADD,2016-04-01,2016-04-31,0.0
ADD,2016-05-01,2016-05-31,0.0
ADD,2016-06-01,2016-06-31,0.0
ADD,2016-07-01,2016-07-31,0.0
ADD,2016-08-01,2016-08-31,0.0
ADD,2016-09-01,2016-09-31,0.0
ADD,2016-10-01,2016-10-31,0.0
ADD,2016-11-01,2016-11-31,0.0
ADD,2016-12-01,2016-12-31,0.0
ADD,2017-01-01,2017-01-31,0.0
ADD,2017-02-01,2017-02-31,0.0
ADD,2017-03-01,2017-03-31,0.0
ADD,2017-04-01,2017-04-31,0.0
ADD,2017-05-01,2017-05-31,0.0
ADD,2017-06-01,2017-06-31,0.0
ADD,2017-07-01,2017-07-31,0.0
ADD,2017-08-01,2017-08-31,0.0
ADD,2017-09-01,2017-09-31,0.0
ADD,2017-10-01,2017-10-31,0.0
ADD,2017-11-01,2017-11-31,0.0
ADD,2017-12-01,2017-12-31,0.0
ADD,2018-01-01,2018-01-31,0.0
ADD,2018-02-01,2018-02-31,0.0
ADD,2018-03-01,2018-03-31,0.0
ADD,2018-04-01,2018-04-31,0.0
ADD,2018-05-01,2018-05-31,0.0
ADD,2018-06-01,2018-06-31,0.0
ADD,2018-07-01,2018-07-31,0.0
ADD,2018-08-01,2018-08-31,0.0
ADD,2018-09-01,2018-09-31,0.0
ADD,2018-10-01,2018-10-31,0.0
ADD,2018-11-01,2018-11-31,0.0
ADD,2018-12-01,2018-12-31,0.0
ADD,2019-01-01,2019-01-31,0.0
ADD,2019-02-01,2019-02-31,0.0
ADD,2019-03-01,2019-03-31,0.0
ADD,2019-04-01,2019-04-31,0.0
ADD,2019-05-01,2019-05-31,0.0
ADD,2019-06-01,2019-06-31,0.0
ADD,2019-07-01,2019-07-31,0.0
ADD,2019-08-01,2019-08-31,0.0
ADD,2019-09-01,2019-09-31,0.0
ADD,2019-10-01,2019-10-31,0.0
ADD,2019-11-01,2019-11-31,0.0
ADD,2019-12-01,2019-12-31,0.0
ADD,2020-01-01,2020-01-31,0.0
ADD,2020-02-01,2020-02-31,0.0
ADD,2020-03-01,2020-03-31,0.0
ADD,2020-04-01,2020-04-31,0.0
ADD,2020-05-01,2020-05-31,0.0
ADD,2020-06-01,2020-06-31,0.0
ADD,2020-07-01,2020-07-31,0.0
ADD,2020-08-01,2020-08-31,0.0
ADD,2020-09-01,2020-09-31,0.0
ADD,2020-10-01,2020-10-31,0.0
ADD,2020-11-01,2020-11-31,0.0
ADD,2020-12-01,2020-12-31,0.0
ADD,2021-01-01,2021-01-31,0.0
ADD,2021-02-01,2021-02-31,0.0
ADD,2021-03-01,2021-03-31,0.0
ADD,2021-04-01,2021-04-31,0.0
ADD,2021-05-01,2021-05-31,0.0
ADD,2021-06-01,2021-06-31,0.0
ADD,2021-07-01,2021-07-31,0.0
ADD,2021-08-01,2021-08-31,0.0
ADD,2021-09-01,2021-09-31,0.0
ADD,2021-10-01,2021-10-31,0.0
ADD,2021-11-01,2021-11-31,0.0
ADD,2021-12-01,2021-12-31,0.0
ADD,2022-01-01,2022-01-31,0.0
ADD,2022-02-01,2022-02-31,0.0
ADD,2022-03-01,2022-03-31,0.0
ADD,2022-04-01,2022-04-31,0.0
ADD,2022-05-01,2022-05-31,0.0
ADD,2022-06-01,2022-06-31,0.0
ADD,2022-07-01,2022-07-31,0.0
ADD,2022-08-01,2022-08-31,0.0
ADD,2022-09-01,2022-09-31,0.0
ADD,2022-10-01,2022-10-31,0.0
ADD,2022-11-01,2022-11-31,0.0
ADD,2022-12-01,2022-12-31,0.0
AGAE,2012-01-01,2012-01-31,0.0
AGAE,2012-02-01,2012-02-31,0.0
AGAE,2012-03-01,2012-03-31,0.0
AGAE,2012-04-01,2012-04-31,0.0
AGAE,2012-05-01,2012-05-31,0.0
AGAE,2012-06-01,2012-06-31,0.0
AGAE,2012-07-01,2012-07-31,0.0
AGAE,2012-08-01,2012-08-31,0.0
AGAE,2012-09-01,2012-09-31,0.0
AGAE,2012-10-01,2012-10-31,0.0
AGAE,2012-11-01,2012-11-31,0.0
AGAE,2012-12-01,2012-12-31,0.0
AGAE,2013-01-01,2013-01-31,0.0
AGAE,2013-02-01,2013-02-31,0.0
AGAE,2013-03-01,2013-03-31,0.0
AGAE,2013-04-01,2013-04-31,0.0
AGAE,2013-05-01,2013-05-31,0.0
AGAE,2013-06-01,2013-06-31,0.0
AGAE,2013-07-01,2013-07-31,0.0
AGAE,2013-08-01,2013-08-31,0.0
AGAE,2013-09-01,2013-09-31,0.0
AGAE,2013-10-01,2013-10-31,0.0
AGAE,2013-11-01,2013-11-31,0.0
AGAE,2013-12-01,2013-12-31,0.0
AGAE,2014-01-01,2014-01-31,0.0
AGAE,2014-02-01,2014-02-31,0.0
AGAE,2014-03-01,2014-03-31,0.0
AGAE,2014-04-01,2014-04-31,0.0
AGAE,2014-05-01,2014-05-31,0.0
AGAE,2014-06-01,2014-06-31,0.0
AGAE,2014-07-01,2014-07-31,0.0
AGAE,2014-08-01,2014-08-31,0.0
AGAE,2014-09-01,2014-09-31,0.0
AGAE,2014-10-01,2014-10-31,0.0
AGAE,2014-11-01,2014-11-31,0.0
AGAE,2014-12-01,2014-12-31,0.0
AGAE,2015-01-01,2015-01-31,0.0
AGAE,2015-02-01,2015-02-31,0.0
AGAE,2015-03-01,2015-03-31,0.0
AGAE,2015-04-01,2015-04-31,0.0
AGAE,2015-05-01,2015-05-31,0.0
AGAE,2015-06-01,2015-06-31,0.0
AGAE,2015-07-01,2015-07-31,0.0
AGAE,2015-08-01,2015-08-31,0.0
AGAE,2015-09-01,2015-09-31,0.0
AGAE,2015-10-01,2015-10-31,0.0
AGAE,2015-11-01,2015-11-31,0.0
AGAE,2015-12-01,2015-12-31,0.0
AGAE,2016-01-01,2016-01-31,0.0
AGAE,2016-02-01,2016-02-31,0.0
AGAE,2016-03-01,2016-03-31,0.0
AGAE,2016-04-01,2016-04-31,0.0
AGAE,2016-05-01,2016-05-31,0.0
AGAE,2016-06-01,2016-06-31,0.0
AGAE,2016-07-01,2016-07-31,0.0
AGAE,2016-08-01,2016-08-31,0.0
AGAE,2016-09-01,2016-09-31,0.0
AGAE,2016-10-01,2016-10-31,0.0
AGAE,2016-11-01,2016-11-31,0.0
AGAE,2016-12-01,2016-12-31,0.0
AGAE,2017-01-01,2017-01-31,0.0
AGAE,2017-02-01,2017-02-31,0.0
AGAE,2017-03-01,2017-03-31,0.0
AGAE,2017-04-01,2017-04-31,0.0
AGAE,2017-05-01,2017-05-31,0.0
AGAE,2017-06-01,2017-06-31,0.0
AGAE,2017-07-01,2017-07-31,0.0
AGAE,2017-08-01,2017-08-31,0.0
AGAE,2017-09-01,2017-09-31,0.0
AGAE,2017-10-01,2017-10-31,0.0
AGAE,2017-11-01,2017-11-31,0.0
AGAE,2017-12-01,2017-12-31,0.0
AGAE,2018-01-01,2018-01-31,0.0
AGAE,2018-02-01,2018-02-31,0.0
AGAE,2018-03-01,2018-03-31,0.0
AGAE,2018-04-01,2018-04-31,0.0
AGAE,2018-05-01,2018-05-31,0.0
AGAE,2018-06-01,2018-06-31,0.0
AGAE,2018-07-01,2018-07-31,0.0
AGAE,2018-08-01,2018-08-31,0.0
AGAE,2018-09-01,2018-09-31,0.0
AGAE,2018-10-01,2018-10-31,0.0
AGAE,2018-11-01,2018-11-31,0.0
AGAE,2018-12-01,2018-12-31,0.0
AGAE,2019-01-01,2019-01-31,0.0
AGAE,2019-02-01,2019-02-31,0.0
AGAE,2019-03-01,2019-03-31,0.0
AGAE,2019-04-01,2019-04-31,0.0
AGAE,2019-05-01,2019-05-31,0.0
AGAE,2019-06-01,2019-06-31,0.0
AGAE,2019-07-01,2019-07-31,0.0
AGAE,2019-08-01,2019-08-31,0.0
AGAE,2019-09-01,2019-09-31,0.0
AGAE,2019-10-01,2019-10-31,0.0
AGAE,2019-11-01,2019-11-31,0.0
AGAE,2019-12-01,2019-12-31,0.0
AGAE,2020-01-01,2020-01-31,0.0
AGAE,2020-02-01,2020-02-31,0.0
AGAE,2020-03-01,2020-03-31,0.0
AGAE,2020-04-01,2020-04-31,0.0
AGAE,2020-05-01,2020-05-31,0.0
AGAE,2020-06-01,2020-06-31,0.0
AGAE,2020-07-01,2020-07-31,0.0
AGAE,2020-08-01,2020-08-31,0.0
AGAE,2020-09-01,2020-09-31,0.0
AGAE,2020-10-01,2020-10-31,0.0
AGAE,2020-11-01,2020-11-31,0.0
AGAE,2020-12-01,2020-12-31,0.0
AGAE,2021-01-01,2021-01-31,0.0
AGAE,2021-02-01,2021-02-31,0.0
AGAE,2021-03-01,2021-03-31,0.0
AGAE,2021-04-01,2021-04-31,0.0
AGAE,2021-05-01,2021-05-31,0.0
AGAE,2021-06-01,2021-06-31,0.0
AGAE,2021-07-01,2021-07-31,0.0
AGAE,2021-08-01,2021-08-31,0.0
AGAE,2021-09-01,2021-09-31,0.0
AGAE,2021-10-01,2021-10-31,0.0
AGAE,2021-11-01,2021-11-31,0.0
AGAE,2021-12-01,2021-12-31,0.0
AGAE,2022-01-01,2022-01-31,0.0
AGAE,2022-02-01,2022-02-31,0.0
AGAE,2022-03-01,2022-03-31,0.0
AGAE,2022-04-01,2022-04-31,0.0
AGAE,2022-05-01,2022-05-31,0.0
AGAE,2022-06-01,2022-06-31,0.0
AGAE,2022-07-01,2022-07-31,0.0
AGAE,2022-08-01,2022-08-31,0.0
AGAE,2022-09-01,2022-09-31,0.0
AGAE,2022-10-01,2022-10-31,0.0
AGAE,2022-11-01,2022-11-31,0.0
AGAE,2022-12-01,2022-12-31,0.0
AMC,2012-01-01,2012-01-31,0.0
AMC,2012-02-01,2012-02-31,0.0
AMC,2012-03-01,2012-03-31,0.0
AMC,2012-04-01,2012-04-31,0.0
AMC,2012-05-01,2012-05-31,0.0
AMC,2012-06-01,2012-06-31,0.0
AMC,2012-07-01,2012-07-31,0.0
AMC,2012-08-01,2012-08-31,0.0
AMC,2012-09-01,2012-09-31,0.0
AMC,2012-10-01,2012-10-31,0.0
AMC,2012-11-01,2012-11-31,0.0
AMC,2012-12-01,2012-12-31,0.0
AMC,2013-01-01,2013-01-31,0.0
AMC,2013-02-01,2013-02-31,0.0
AMC,2013-03-01,2013-03-31,0.0
AMC,2013-04-01,2013-04-31,0.0
AMC,2013-05-01,2013-05-31,0.0
AMC,2013-06-01,2013-06-31,0.0
AMC,2013-07-01,2013-07-31,0.0
AMC,2013-08-01,2013-08-31,0.0
AMC,2013-09-01,2013-09-31,0.0
AMC,2013-10-01,2013-10-31,0.0
AMC,2013-11-01,2013-11-31,0.998224675655365
AMC,2013-12-01,2013-12-31,0.998224675655365
AMC,2014-01-01,2014-01-31,0.0
AMC,2014-02-01,2014-02-31,0.0
AMC,2014-03-01,2014-03-31,0.0
AMC,2014-04-01,2014-04-31,0.0
AMC,2014-05-01,2014-05-31,0.0
AMC,2014-06-01,2014-06-31,0.0
AMC,2014-07-01,2014-07-31,0.0
AMC,2014-08-01,2014-08-31,0.0
AMC,2014-09-01,2014-09-31,0.0
AMC,2014-10-01,2014-10-31,-0.9986553192138672
AMC,2014-11-01,2014-11-31,0.33254651228586835
AMC,2014-12-01,2014-12-31,0.33254651228586835
AMC,2015-01-01,2015-01-31,0.9976434111595154
AMC,2015-02-01,2015-02-31,0.9976434111595154
AMC,2015-03-01,2015-03-31,0.9976434111595154
AMC,2015-04-01,2015-04-31,-0.9972566962242126
AMC,2015-05-01,2015-05-31,-0.9972566962242126
AMC,2015-06-01,2015-06-31,0.0
AMC,2015-07-01,2015-07-31,-0.49973995983600616
AMC,2015-08-01,2015-08-31,-0.49973995983600616
AMC,2015-09-01,2015-09-31,0.4991064667701721
AMC,2015-10-01,2015-10-31,0.0
AMC,2015-11-01,2015-11-31,0.9869919419288635
AMC,2015-12-01,2015-12-31,0.9869919419288635
AMC,2016-01-01,2016-01-31,0.998065173625946
AMC,2016-02-01,2016-02-31,0.998065173625946
AMC,2016-03-01,2016-03-31,0.9980928897857666
AMC,2016-04-01,2016-04-31,0.0
AMC,2016-05-01,2016-05-31,0.0
AMC,2016-06-01,2016-06-31,-0.0002348572015762329
AMC,2016-07-01,2016-07-31,-0.0002348572015762329
AMC,2016-08-01,2016-08-31,0.49903491139411926
AMC,2016-09-01,2016-09-31,0.0
AMC,2016-10-01,2016-10-31,0.0
AMC,2016-11-01,2016-11-31,0.0
AMC,2016-12-01,2016-12-31,0.4990616738796234
AMC,2017-01-01,2017-01-31,0.995131641626358
AMC,2017-02-01,2017-02-31,0.33051053682963055
AMC,2017-03-01,2017-03-31,-0.9987316727638245
AMC,2017-04-01,2017-04-31,-0.4856618046760559
AMC,2017-05-01,2017-05-31,-0.48571036259333294
AMC,2017-06-01,2017-06-31,-0.9987645030021668
AMC,2017-07-01,2017-07-31,-0.5004800334572792
AMC,2017-08-01,2017-08-31,0.0981357142329216
AMC,2017-09-01,2017-09-31,0.3726351112127304
AMC,2017-10-01,2017-10-31,-0.00025738775730133057
AMC,2017-11-01,2017-11-31,-0.499811589717865
AMC,2017-12-01,2017-12-31,-0.9988775849342346
AMC,2018-01-01,2018-01-31,-0.9975401163101196
AMC,2018-02-01,2018-02-31,-0.49944695830345154
AMC,2018-03-01,2018-03-31,0.0
AMC,2018-04-01,2018-04-31,0.9975478053092957
AMC,2018-05-01,2018-05-31,0.3322608669598897
AMC,2018-06-01,2018-06-31,0.33225031693776447
AMC,2018-07-01,2018-07-31,-0.0003786486405134201
AMC,2018-08-01,2018-08-31,-0.00112732947170735
AMC,2018-09-01,2018-09-31,-0.00112732947170735
AMC,2018-10-01,2018-10-31,0.49791366902887824
AMC,2018-11-01,2018-11-31,9.628232121467591e-05
AMC,2018-12-01,2018-12-31,0.0
AMC,2019-01-01,2019-01-31,0.0
AMC,2019-02-01,2019-02-31,0.0
AMC,2019-03-01,2019-03-31,0.9981684684753418
AMC,2019-04-01,2019-04-31,0.9981684684753418
AMC,2019-05-01,2019-05-31,-0.9990308284759521
AMC,2019-06-01,2019-06-31,-0.9990308284759521
AMC,2019-07-01,2019-07-31,0.9970007240772247
AMC,2019-08-01,2019-08-31,0.9970007240772247
AMC,2019-09-01,2019-09-31,-0.9989587068557739
AMC,2019-10-01,2019-10-31,-0.49942939556241034
AMC,2019-11-01,2019-11-31,-0.00020946447451908323
AMC,2019-12-01,2019-12-31,-0.2499147160679102
AMC,2020-01-01,2020-01-31,0.0
AMC,2020-02-01,2020-02-31,0.0
AMC,2020-03-01,2020-03-31,0.0
AMC,2020-04-01,2020-04-31,0.0
AMC,2020-05-01,2020-05-31,0.0
AMC,2020-06-01,2020-06-31,0.0
AMC,2020-07-01,2020-07-31,0.0
AMC,2020-08-01,2020-08-31,0.0
AMC,2020-09-01,2020-09-31,0.0
AMC,2020-10-01,2020-10-31,0.0
AMC,2020-11-01,2020-11-31,0.0
AMC,2020-12-01,2020-12-31,0.0
AMC,2021-01-01,2021-01-31,0.0
AMC,2021-02-01,2021-02-31,0.0
AMC,2021-03-01,2021-03-31,0.0
AMC,2021-04-01,2021-04-31,0.0
AMC,2021-05-01,2021-05-31,0.0
AMC,2021-06-01,2021-06-31,0.0
AMC,2021-07-01,2021-07-31,0.0
AMC,2021-08-01,2021-08-31,0.0
AMC,2021-09-01,2021-09-31,0.0
AMC,2021-10-01,2021-10-31,0.0
AMC,2021-11-01,2021-11-31,0.0
AMC,2021-12-01,2021-12-31,0.0
AMC,2022-01-01,2022-01-31,0.0
AMC,2022-02-01,2022-02-31,0.0
AMC,2022-03-01,2022-03-31,0.0
AMC,2022-04-01,2022-04-31,0.0
AMC,2022-05-01,2022-05-31,0.0
AMC,2022-06-01,2022-06-31,0.0
AMC,2022-07-01,2022-07-31,0.0
AMC,2022-08-01,2022-08-31,0.0
AMC,2022-09-01,2022-09-31,0.0
AMC,2022-10-01,2022-10-31,0.0
AMC,2022-11-01,2022-11-31,0.0
AMC,2022-12-01,2022-12-31,0.0
AMCX,2012-01-01,2012-01-31,0.0
AMCX,2012-02-01,2012-02-31,-0.9979656636714935
AMCX,2012-03-01,2012-03-31,-0.9979656636714935
AMCX,2012-04-01,2012-04-31,-0.33260353406270343
AMCX,2012-05-01,2012-05-31,0.9981207251548767
AMCX,2012-06-01,2012-06-31,-0.9978086352348328
AMCX,2012-07-01,2012-07-31,-0.9978086352348328
AMCX,2012-08-01,2012-08-31,-0.9978086352348328
AMCX,2012-09-01,2012-09-31,0.0
AMCX,2012-10-01,2012-10-31,0.0
AMCX,2012-11-01,2012-11-31,0.0
AMCX,2012-12-01,2012-12-31,0.0
AMCX,2013-01-01,2013-01-31,0.0
AMCX,2013-02-01,2013-02-31,0.0
AMCX,2013-03-01,2013-03-31,0.0
AMCX,2013-04-01,2013-04-31,0.0
AMCX,2013-05-01,2013-05-31,0.0
AMCX,2013-06-01,2013-06-31,0.0
AMCX,2013-07-01,2013-07-31,0.0
AMCX,2013-08-01,2013-08-31,0.9976886510848999
AMCX,2013-09-01,2013-09-31,0.9977346658706665
AMCX,2013-10-01,2013-10-31,0.9977346658706665
AMCX,2013-11-01,2013-11-31,0.49893635511398315
AMCX,2013-12-01,2013-12-31,0.0
AMCX,2014-01-01,2014-01-31,0.0
AMCX,2014-02-01,2014-02-31,0.0
AMCX,2014-03-01,2014-03-31,0.0
AMCX,2014-04-01,2014-04-31,0.0
AMCX,2014-05-01,2014-05-31,0.0
AMCX,2014-06-01,2014-06-31,0.0
AMCX,2014-07-01,2014-07-31,0.0
AMCX,2014-08-01,2014-08-31,0.0
AMCX,2014-09-01,2014-09-31,0.0
AMCX,2014-10-01,2014-10-31,0.0
AMCX,2014-11-01,2014-11-31,0.0
AMCX,2014-12-01,2014-12-31,0.0
AMCX,2015-01-01,2015-01-31,0.9981369972229004
AMCX,2015-02-01,2015-02-31,0.9981369972229004
AMCX,2015-03-01,2015-03-31,0.0
AMCX,2015-04-01,2015-04-31,0.0
AMCX,2015-05-01,2015-05-31,0.0
AMCX,2015-06-01,2015-06-31,-0.0010481476783752441
AMCX,2015-07-01,2015-07-31,-0.0010481476783752441
AMCX,2015-08-01,2015-08-31,0.9979007244110107
AMCX,2015-09-01,2015-09-31,0.998070240020752
AMCX,2015-10-01,2015-10-31,0.9982397556304932
AMCX,2015-11-01,2015-11-31,0.9956341087818146
AMCX,2015-12-01,2015-12-31,0.993028461933136
AMCX,2016-01-01,2016-01-31,0.4984486699104309
AMCX,2016-02-01,2016-02-31,-0.0002446770668029785
AMCX,2016-03-01,2016-03-31,0.16617337862650552
AMCX,2016-04-01,2016-04-31,0.49913182854652405
AMCX,2016-05-01,2016-05-31,0.49913182854652405
AMCX,2016-06-01,2016-06-31,0.0
AMCX,2016-07-01,2016-07-31,0.0
AMCX,2016-08-01,2016-08-31,0.0
AMCX,2016-09-01,2016-09-31,0.9974064081907272
AMCX,2016-10-01,2016-10-31,0.17326523860295615
AMCX,2016-11-01,2016-11-31,0.17326523860295615
AMCX,2016-12-01,2016-12-31,0.0
AMCX,2017-01-01,2017-01-31,0.0
AMCX,2017-02-01,2017-02-31,4.98983770608902e-05
AMCX,2017-03-01,2017-03-31,4.98983770608902e-05
AMCX,2017-04-01,2017-04-31,0.0
AMCX,2017-05-01,2017-05-31,0.9980733394622803
AMCX,2017-06-01,2017-06-31,0.9980733394622803
AMCX,2017-07-01,2017-07-31,0.9978182315826416
AMCX,2017-08-01,2017-08-31,0.9978182315826416
AMCX,2017-09-01,2017-09-31,-0.9985817670822144
